Name,Rating,Rating Count,Category,Full Address,Phone Number,Source City,Scrape Date
Vienna Bakery,4.4,2252.0,Bakery and Cake Shop,"Church, 125, Vakola Pipe Lane, behind Saint Anthony Road, Siddharath Nagar, Santacruz East, Mumbai, Maharashtra 400055",083694 59055,Mumbai,2025-04-02 16:51:29
Gluttony - Over Indulgence,4.8,803.0,Cake shop,"Church, 125, Vakola Pipe Lane, behind Saint Anthony Road, Siddharath Nagar, Santacruz East, Mumbai, Maharashtra 400055",083694 59055,Mumbai,2025-04-02 16:51:29
National Bakery,4.3,1361.0,Bakery and Cake Shop,"11B, Bazaar Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050",N/A,Mumbai,2025-04-02 16:51:29
Isira Bakes - Healthy Bakery in Mumbai,5.0,229.0,Bakery and Cake Shop,"Shop 11 Sai Minar CHS Ltd saibaba complex, Mohan Gokhale Rd, near Oberoi International School, Goregaon, Mumbai, Maharashtra 400063",091373 82700,Mumbai,2025-04-02 16:51:29
Birdy's Bakery & Patisserie,4.2,169.0,Bakery and Cake Shop,"Lake Club, Lake Homes, Complex, Chandivali Farm Rd, Powai, Mumbai, Maharashtra 400076",098565 49856,Mumbai,2025-04-02 16:51:29
"Theobroma Bakery and Cake Shop - Marol, Mumbai",4.2,1149.0,Cake shop,"Shop No. 3, Gulmohar Apartments, Marol Maroshi Road Vijay Nagar, opposite St. Vincent Palotti Church, Marol, Andheri East, Mumbai, Maharashtra 400047",081828 81881,Mumbai,2025-04-02 16:51:29
Sugar Leaven Patisserie (Bakery and Cake shop),5.0,62.0,Bakery and Cake Shop,"JONQUILLE, Nahar Amrit Shakti, Chandivali, Powai, Mumbai, Maharashtra 400072",087000 81249,Mumbai,2025-04-02 16:51:29
"Theobroma Bakery and Cake Shop - Bandra Kurla Complex, Mumbai",4.3,1576.0,Bakery and Cake Shop,"Ground Floor, BANK OF INDIA STAR AVAS, The Capital, opp. ICICI Bank, Bandra East, Mumbai, Maharashtra 400051",081828 81881,Mumbai,2025-04-02 16:51:29
Bombay Bake House,5.0,47.0,Bakery and Cake Shop,"12th Rd, Khar, Khar West, Mumbai, Maharashtra 400052",N/A,Mumbai,2025-04-02 16:51:29
"Theobroma Bakery and Cake Shop - Pali Hill, Mumbai",4.2,2700.0,Bakery and Cake Shop,"Shop No. 1 & 2, Dheeraj Swapna, Pali Mala Rd, near Pali Bhavan, Pali Market, Bandra West, Mumbai, Maharashtra 400050",081828 81881,Mumbai,2025-04-02 16:51:29
Ellipsis Bakery,4.1,97.0,Bakery and Cake Shop,"Recondo Estate, inside Asphalt Garage BMC Compound, Sudam Kalu Ahire Marg, next to Rna Mirage, Mumbai, Maharashtra 400030",022 6616 4653,Mumbai,2025-04-02 16:51:29
"Theobroma Bakery and Cake Shop - Chembur, Mumbai",4.2,1444.0,Cake shop,"Shop No. 20 & 21, Sri Sunder Co-op Hsg Soc Ltd V. N. Purav Marg, Sion - Trombay Rd, opp. Diamond Garden, near Saraswat Bank, Chembur, Mumbai, Maharashtra 400071",081828 81881,Mumbai,2025-04-02 16:51:29
The Bake Room,4.1,913.0,Bakery and Cake Shop,"Shop No. 28, Vikas Paradise, Bhakti Marg, Vardhman Nagar, Mulund West, Mumbai, Maharashtra 400080",097694 46444,Mumbai,2025-04-02 16:51:29
MOJZA Moments With Cakes,4.9,523.0,Bakery and Cake Shop,"shop no 8\A, HI-Tech Co-op soc LTD, near lig colony, Vinobha Bhave Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070",090047 86520,Mumbai,2025-04-02 16:51:29
La Patisserie,3.7,97.0,Cake shop,"The Taj Mahal Palace Hotel, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",022 6665 3274,Mumbai,2025-04-02 16:51:29
Deliciae by Bunty Mahajan,4.3,695.0,Cake shop,"Shop No 11, Gasper Enclave, St. John`s Road and, Pali Rd, Bandra West, Mumbai, Maharashtra 400050",090290 23000,Mumbai,2025-04-02 16:51:29
Ahura Bakery & Stores,4.0,225.0,Bakery and Cake Shop,"200, Swami Vivekananda Rd, Lohana Colony, Andheri West, Mumbai, Maharashtra 400058",022 2628 9385,Mumbai,2025-04-02 16:51:29
Bakewill's Bakery and Cafe,4.3,186.0,Bakery and Cake Shop,"200, Swami Vivekananda Rd, Lohana Colony, Andheri West, Mumbai, Maharashtra 400058",022 2628 9385,Mumbai,2025-04-02 16:51:29
Cakes & Crumbs | Cake Shop In Kalina | Best Cake Shop In Santacruz East,4.9,111.0,Cake shop,"next to Sahyog Well care Hospital, Kolivery Village, Kalina, Santacruz East, Mumbai, Maharashtra 400029",097699 36038,Mumbai,2025-04-02 16:51:29
"Kyani & Co. | Legendary Irani Restaurant, Bakers",4.1,12776.0,Persian,"Jer Mahal, 657, Jagannath Shankar Seth Rd, opp. Metro Inox Theatre, Marine Lines East, Dhobi Talao, Estate, Marine Lines, Mumbai, Maharashtra 400002",089286 16793,Mumbai,2025-04-02 16:51:29
TwentySeven Bakehouse,4.4,190.0,Bakery and Cake Shop,"Jer Mahal, 657, Jagannath Shankar Seth Rd, opp. Metro Inox Theatre, Marine Lines East, Dhobi Talao, Estate, Marine Lines, Mumbai, Maharashtra 400002",089286 16793,Mumbai,2025-04-02 16:51:29
O-cakes SakiVihar,4.7,159.0,Cake shop,"no7, SakiVihar, Shop no4, opp. L&T gate, Saki Vihar, Budhia Jadhav Wadi, Powai, Mumbai, Maharashtra 400072",080970 70148,Mumbai,2025-04-02 16:51:29
"O-cakes, Chembur",4.8,507.0,Cake shop,"Shop No15, CG Rd, near Sattu sweet shop, Camp East, Chembur Colony, Chembur, Mumbai, Maharashtra 400074",072083 43927,Mumbai,2025-04-02 16:51:29
"Desserts 'R' Us / Chocolate's Cakes, Premium Cakes, Corporate Cakes Mumbai",4.9,223.0,Cake shop,"Shop no.10, Ground Strand House opposite Strand Cinema, Colaba, Mumbai, Maharashtra 400005",098200 65707,Mumbai,2025-04-02 16:51:29
"Theobroma Bakery and Cake Shop - T2 – Domestic Departures, Vile Parle East",4.0,252.0,Bakery and Cake Shop,"Level 3, After, Security Check, Chhatrapati Shivaji International Airport, T2 – Domestic Departures, near Marks & Spencer, Mumbai, Maharashtra 400099",081828 81881,Mumbai,2025-04-02 16:51:29
M.S. BAKERY,4.2,309.0,Bakery and Cake Shop,"GROUP NO. 4, 4WCH+MGX Baba Chawl, RAJIV GANDHI ROAD, Tagore Nagar, Vikhroli, Mumbai, Maharashtra 400083",079828 81867,Mumbai,2025-04-02 16:51:29
"Theobroma Bakery and Cake Shop - R City Mall, Mumbai",4.3,382.0,Bakery and Cake Shop,"R City Mall, Shop No. T-23, 3rd Floor, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",081828 81881,Mumbai,2025-04-02 16:51:29
Janta Bakers,4.0,597.0,Bakery and Cake Shop,"Shop No 16, B, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",099206 37621,Mumbai,2025-04-02 16:51:29
J Hearsch & Co.,4.3,10732.0,Bakery and Cake Shop,"90 A, Hill Rd, next to Holy Family Hospital, Bandra West, Mumbai, Maharashtra 400050",N/A,Mumbai,2025-04-02 16:51:29
Bombay Bizare Baker,4.3,58.0,Bakery and Cake Shop,"Mumbai, Bandra, Nargis Dutt Rd, Pali Hill, Mumbai, Maharashtra 400050",098200 06440,Mumbai,2025-04-02 16:51:29
"Bakesmith Cakes, Cookies and More",5.0,32.0,Bakery and Cake Shop,"Shop no 2, laxmi niwas, IIT main gate, Gokhale Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076",091524 69941,Mumbai,2025-04-02 16:51:29
The Cinnamon Tree,5.0,71.0,Bakery and Cake Shop,"Sunset - 1, WING-B, Farm Road, Raheja Vihar, Chandivali, Powai, Mumbai, Maharashtra 400072",091676 48497,Mumbai,2025-04-02 16:51:29
Monginis Cake Shop,4.3,399.0,Cake shop,"Ground Floor, Prashant Apartments, No E1, opposite IIT Main Gate, Powai, Mumbai, Maharashtra 400076",022 2578 2415,Mumbai,2025-04-02 16:51:29
Edward's The Bakery,4.2,301.0,Bakery and Cake Shop,"Ground Floor, Prashant Apartments, No E1, opposite IIT Main Gate, Powai, Mumbai, Maharashtra 400076",022 2578 2415,Mumbai,2025-04-02 16:51:29
Bakers & More,4.2,209.0,Cake shop,"Shop No. 4, Twinkle Apartments, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053",N/A,Mumbai,2025-04-02 16:51:29
MERWANS CAKE STOP,4.4,1637.0,Bakery and Cake Shop,"SHOP NO. 5, JAY APARTMENT, STATION ROAD, Pandit Jawaharlal Nehru Rd, beside KOTAK MAHINDRA BANK, Santacruz East, Mumbai, Maharashtra 400055",098585 57722,Mumbai,2025-04-02 16:51:29
Elysium Patisserie,5.0,35.0,Patisserie,"New Putlibai , A30 , Ground floor, Swami Vivekananda Rd, near Lexus showroom, Gautam Ashish Society, Navpada, Vile Parle West, Mumbai, Maharashtra 400056",083696 03387,Mumbai,2025-04-02 16:51:29
Paris Bakery,4.4,302.0,Bakery and Cake Shop,"Our Lady Of Dollors, 278, Dr Cawasji Hormusji Street, Church Lane, Marine Lines, Mumbai, Maharashtra 400002",074004 01963,Mumbai,2025-04-02 16:51:29
210 Degree Churchgate,4.2,95.0,Bakery and Cake Shop,"Prem Court, Bldg, Jamshedji Tata Road, Churchgate, Mumbai, Maharashtra 400020",022 4213 5407,Mumbai,2025-04-02 16:51:29
D'Costa Bakery,4.4,236.0,Bakery and Cake Shop,"Shop No. 96, Bazar Road, Shop no 96. bazaar Road Bandra West, 99-B, opp. Shia Masjid, Ranwar, Bandra West, Mumbai, Maharashtra 400050",098209 46550,Mumbai,2025-04-02 16:51:29
Merwans Marol,4.3,980.0,Bakery and Cake Shop,"Shop no 19A Building 2 Sanjay Mittal Industrial estate, Andheri - Kurla Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",098200 11600,Mumbai,2025-04-02 16:51:29
CHEESE CAKE FANTASY,4.2,123.0,Bakery and Cake Shop,"Galleria Shopping Mall, 14, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",090047 86055,Mumbai,2025-04-02 16:51:29
Thakkar Bakers,4.0,385.0,Bakery and Cake Shop,"Galleria Shopping Mall, 14, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",090047 86055,Mumbai,2025-04-02 16:51:29
AOC | Art Of Cakes,5.0,91.0,Cake shop,"Shop no.2, Bhangwan Chs, Rd No. 3, Govind Dham, Khar West, Mumbai, Maharashtra 400052",076780 25976,Mumbai,2025-04-02 16:51:29
Yummilicious,4.9,82.0,Cake shop,"Shop No 10, Bldg 12C, Abhilasha CHS, MHADA Colony, Chandivali, Andheri East, Mumbai, Maharashtra 400072",098200 18596,Mumbai,2025-04-02 16:51:29
O Cakes,4.6,64.0,Cake shop,"Shop No 10, Bldg 12C, Abhilasha CHS, MHADA Colony, Chandivali, Andheri East, Mumbai, Maharashtra 400072",098200 18596,Mumbai,2025-04-02 16:51:29
American Express Bakery,4.0,280.0,Bakery and Cake Shop,"3R3G+VP5 Villa Sushma, Plot No 87, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050",091361 88386,Mumbai,2025-04-02 16:51:29
Bawa Zest by Cheron,4.2,433.0,Bakery and Cake Shop,"St. Joseph's Convent High School, 59, Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050",098201 48263,Mumbai,2025-04-02 16:51:29
Iyengar's Bakery,4.0,625.0,Bakery and Cake Shop,"3W63+C5C, Narayan Gajanan Acharya Marg, Chembur West, Chembur, Mumbai, Maharashtra 400071",077383 78285,Mumbai,2025-04-02 16:51:29
Sweet County Powai,4.0,66.0,Bakery and Cake Shop,"Shop No.9, Ground, Galleria Shopping Mall, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",096194 44744,Mumbai,2025-04-02 16:51:29
"Bimbo, Bristol Bakery Mahim, Mumbai",4.3,224.0,Bakery and Cake Shop,"Shop No.9, Ground, Galleria Shopping Mall, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",096194 44744,Mumbai,2025-04-02 16:51:29
Filo Cakes,4.8,228.0,Bakery and Cake Shop,"Sion - Trombay Rd, opp. CORPORATE PARK, Sindhi Society, Chembur, Mumbai, Maharashtra 400071",085918 31716,Mumbai,2025-04-02 16:51:29
Noor Bakers,4.4,61.0,Bakery and Cake Shop,"Shop No: 1, Military Rd, near Raja Hotel, Sankara Nagar, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",099204 35554,Mumbai,2025-04-02 16:51:29
A-1 Stores & Bakery,4.2,3349.0,Bakery and Cake Shop,"Shop No: 1, Military Rd, near Raja Hotel, Sankara Nagar, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",099204 35554,Mumbai,2025-04-02 16:51:29
Cake Walk72,4.0,140.0,Bakery and Cake Shop,"Shop no 3 opp shanti smruti Shiv Shakti Nagar, Tunga, Chandivali, Powai, Mumbai, Maharashtra 400072",092229 12685,Mumbai,2025-04-02 16:51:29
Star Anise Patisserie,4.3,138.0,Bakery and Cake Shop,"Aapki Industrial Premises Co. Op. Soceity Ltd. Sidhpura Industrial Estate Halav Pool, Masrani Ln, Kurla West, Mumbai, Maharashtra 400070",022 2503 3030,Mumbai,2025-04-02 16:51:29
Delight Corner,4.4,88.0,Bakery and Cake Shop,"Shop No 4 & 5, Junction Of Military road, Marol Maroshi Rd, opp. Bank Of Baroda, Andheri East, Mumbai, Maharashtra 400059",097707 03838,Mumbai,2025-04-02 16:51:29
Philoméne,4.8,54.0,Patisserie,"Shop No 4 & 5, Junction Of Military road, Marol Maroshi Rd, opp. Bank Of Baroda, Andheri East, Mumbai, Maharashtra 400059",097707 03838,Mumbai,2025-04-02 16:51:29
O-Cakes Govandi,4.8,182.0,Cake shop,"Hanuman Kutir, Shop No.1, Kamat Bungalow, Govandi Station Rd, opp. Bikaner Sweets, Govandi East, Mumbai, Maharashtra 400088",070454 57100,Mumbai,2025-04-02 16:51:29
LIVE BAKERS,4.8,62.0,Cake shop,"Hanuman Kutir, Shop No.1, Kamat Bungalow, Govandi Station Rd, opp. Bikaner Sweets, Govandi East, Mumbai, Maharashtra 400088",070454 57100,Mumbai,2025-04-02 16:51:29
Kwality Confectioners and Bakers (India) Pvt. Ltd.,4.1,63.0,Bakery and Cake Shop,"SHOP NO 04, GREENLAND CHS JB NAGAR, near JYOTI PURE VEG HOTEL, CHAKALA, Andheri East, Maharashtra 400059",N/A,Mumbai,2025-04-02 16:51:29
BAKERS LIVE,4.7,158.0,Cake shop,"Shop No 4, JANI VILLA ESTATE, Nehru Rd, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",N/A,Mumbai,2025-04-02 16:51:29
Choice Bakery,4.4,53.0,Bakery and Cake Shop,"402, Military Rd, Sankara Nagar, Raje Shivaji Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",N/A,Mumbai,2025-04-02 16:51:29
Occasions,4.4,358.0,Cake shop,"Shop no.1, Aayushi, C.H.S. Ltd, A-Wing, Station, near Chakala Metro, S B Singh Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400059",086521 67767,Mumbai,2025-04-02 16:51:29
Matisse Cake Design Studio,4.6,53.0,Bakery and Cake Shop,"Shop no.1, Aayushi, C.H.S. Ltd, A-Wing, Station, near Chakala Metro, S B Singh Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400059",086521 67767,Mumbai,2025-04-02 16:51:29
Maharashtra Bakery,4.0,398.0,Bakery and Cake Shop,"Ram Hajare Marg, Bagrat Nagar, Tagore Nagar, Vikhroli, Mumbai, Maharashtra 400083",N/A,Mumbai,2025-04-02 16:51:29
Masa Bakery,4.0,136.0,Bakery and Cake Shop,"D-Mart, near ISKCON Temple, Jukarwadi, Juhu, Mumbai, Maharashtra 400049",088507 58845,Mumbai,2025-04-02 16:51:29
Pragati Bakery,4.5,28.0,Bakery and Cake Shop,"D-Mart, near ISKCON Temple, Jukarwadi, Juhu, Mumbai, Maharashtra 400049",088507 58845,Mumbai,2025-04-02 16:51:29
Hangout Cakes & Gourmet Foods,4.6,59.0,Bakery and Cake Shop,"Sumit Artista, Kolivery Village, Kunchi Kurve Nagar, Kalina, Santacruz East, Mumbai, Maharashtra 400098",092221 84777,Mumbai,2025-04-02 16:51:29
The Baker's Square,5.0,43.0,Bakery and Cake Shop,"Sanket Apartments, Road no. 14, Central Ave Rd, Chembur, Mumbai, Maharashtra 400071",097023 92935,Mumbai,2025-04-02 16:51:29
Cake by Ash,4.9,164.0,Cake shop,"149/G, Swami Vivekananda Rd, opp. Railway Fatak, near Gaiety Galaxy, Western Railway Staff Colony, Railway Colony, Bandra West, Mumbai, Maharashtra 400050",081698 75962,Mumbai,2025-04-02 16:51:29
Kosten Patisseries,4.8,103.0,Cake shop,"Unit No 6, Darbar Restaurant, Bhavani Ind CHS, IIT Market, next to Powai, Gokhale Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076",099308 44300,Mumbai,2025-04-02 16:51:29
Al-Safa Bakery,4.1,91.0,Bakery and Cake Shop,"Unit No 6, Darbar Restaurant, Bhavani Ind CHS, IIT Market, next to Powai, Gokhale Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076",099308 44300,Mumbai,2025-04-02 16:51:29
Crown Cakes & Bakers - The Live Bakery,4.4,81.0,Cake shop,"Shop no.25, Kasturbai Chapel, Sant Rohidas Marg, next to 90 feet road, Dharavi, Mumbai, Maharashtra 400017",098923 90349,Mumbai,2025-04-02 16:51:29
Jimmy Boy Mahim,4.4,605.0,Bakery and Cake Shop,"Near Johnson House, Pitamber Lane, Mahim West, Bhagoji Keer Rd, New Dinkar Co Operative Housing Society, Mahim, Mumbai, Maharashtra 400016",086554 88110,Mumbai,2025-04-02 16:51:29
The King Cakes & Crunchies,4.5,99.0,Bakery and Cake Shop,"Near Johnson House, Pitamber Lane, Mahim West, Bhagoji Keer Rd, New Dinkar Co Operative Housing Society, Mahim, Mumbai, Maharashtra 400016",086554 88110,Mumbai,2025-04-02 16:51:29
Nature's Bake,4.4,48.0,Bakery and Cake Shop,"28-31, Orchard Ave, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",099201 45311,Mumbai,2025-04-02 16:51:29
Gina's Cakes Ghatkopar-The Best Cake Shop in Ghatkopar,4.7,58.0,Bakery and Cake Shop,"28-31, Orchard Ave, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",099201 45311,Mumbai,2025-04-02 16:51:29
Maharashtra bakery,4.9,16.0,Bakery and Cake Shop,"Vishwa Gautam Nagar, lal donger , Chembur, Mumbai 400971, Mumbai, Maharashtra 400071",N/A,Mumbai,2025-04-02 16:51:29
Hindustan Bakery Store,4.1,98.0,Bakery and Cake Shop,"Bapuji Stall, 1, Kherwadi Rd, Bairam Naupada, Bandra East, Mumbai, Maharashtra 400051",099878 62307,Mumbai,2025-04-02 16:51:29
Firdous Sweet Confectionery & Bakery - best sweet shop in Mumbai,4.2,298.0,Bakery and Cake Shop,"Shop No. 2 & 3, 222, Swami Vivekananda Rd, opp. Post Office, opposite Post Office, Andheri West, Mumbai, Maharashtra 400058",088799 09992,Mumbai,2025-04-02 16:51:29
Kings Bakery Kurla,4.1,152.0,Bakery and Cake Shop,"Shop No. 2 & 3, 222, Swami Vivekananda Rd, opp. Post Office, opposite Post Office, Andheri West, Mumbai, Maharashtra 400058",088799 09992,Mumbai,2025-04-02 16:51:29
La Perle Cakes,5.0,25.0,Cake shop,"3V9J+F2J, Kurla West, Brahmanwadi, Mumbai, Maharashtra 400070",N/A,Mumbai,2025-04-02 16:51:29
Delwin Bread | Bakery in Mumbai,4.5,44.0,Bakery and Cake Shop,"28-A, Mori Road, Off Senapati Bapat Marg, Mori Rd, near Station & Opp Post Office, Mahim West, Mumbai, Maharashtra 400016",091464 24200,Mumbai,2025-04-02 16:51:29
O-Cakes Sakinaka,3.9,282.0,Cake shop,"Sakinaka junction, shop3, Trade Corner, Sakinaka, Junction, Saki Vihar Rd, Andheri East, Andheri, Maharashtra 400072",091370 52001,Mumbai,2025-04-02 16:51:29
Bakingo,4.0,203.0,Bakery and Cake Shop,"Sakinaka junction, shop3, Trade Corner, Sakinaka, Junction, Saki Vihar Rd, Andheri East, Andheri, Maharashtra 400072",091370 52001,Mumbai,2025-04-02 16:51:29
Shalimar Bakery,4.2,151.0,Bakery and Cake Shop,"Jai Ambika Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070",N/A,Mumbai,2025-04-02 16:51:29
Say aa by Shreya,4.9,215.0,Bakery and Cake Shop,"GODREJ PRIME, Rd Number 1, Shell Colony, Sahakar Nagar, Chembur, Mumbai, Maharashtra 400071",091375 04916,Mumbai,2025-04-02 16:51:29
Venus Cake Shop,4.1,89.0,Cake shop,"Luminous Apartment, Chapel Rd, Apt, Bandra West, Mumbai, Maharashtra 400050",022 2642 5306,Mumbai,2025-04-02 16:51:29
Merwans Cake Shop- Kandivali West,4.2,3715.0,Bakery and Cake Shop,"Luminous Apartment, Chapel Rd, Apt, Bandra West, Mumbai, Maharashtra 400050",022 2642 5306,Mumbai,2025-04-02 16:51:29
Orange Cakes and Bakers,4.6,45.0,Cake shop,"Shop Number 2 PRABHAT WADI JAGANNATH MANDIR SATYA NAGAR ROAD MOHILI VILLAGE, SAKINAKA, Andheri East, Mumbai, Maharashtra 400072",098330 87736,Mumbai,2025-04-02 16:51:29
Couche Patisserie,5.0,31.0,Bakery and Cake Shop,"Shop Number 2 PRABHAT WADI JAGANNATH MANDIR SATYA NAGAR ROAD MOHILI VILLAGE, SAKINAKA, Andheri East, Mumbai, Maharashtra 400072",098330 87736,Mumbai,2025-04-02 16:51:29
Temptation House,5.0,92.0,Cake shop,"Shop no 2, colony shop, Building No 32, Chandivali Mhada Colony Temptation Bakers Mart, Mumbai, Maharashtra 400024",099677 00859,Mumbai,2025-04-02 16:51:29
The House of Bakers,3.1,124.0,Bakery and Cake Shop,"Shop no 2, colony shop, Building No 32, Chandivali Mhada Colony Temptation Bakers Mart, Mumbai, Maharashtra 400024",099677 00859,Mumbai,2025-04-02 16:51:29
Neha Bakery,3.9,51.0,Bakery and Cake Shop,"Pachu Bai Chawl, Beside Siddhivinayak Mandir, Hariyali Village, Buddha Vihar Rd, Tagore Nagar, Vikhroli, Mumbai, Maharashtra 400083",N/A,Mumbai,2025-04-02 16:51:29
Grangs Kitchen,5.0,36.0,Bakery and Cake Shop,"Arjun centre, B-208, Deonar, Govandi East, Mumbai, Maharashtra 400088",097693 99042,Mumbai,2025-04-02 16:51:29
Bangalore Iyengars bakery &Cake shop,4.2,25.0,Bakery and Cake Shop,"Arjun centre, B-208, Deonar, Govandi East, Mumbai, Maharashtra 400088",097693 99042,Mumbai,2025-04-02 16:51:29
La Lumiere By Victoria Bakers,4.9,65.0,Bakery and Cake Shop,"Shop no.3, Crowne Palace, 23rd Rd, Bandra West, Mumbai, Maharashtra 400050",084259 11000,Mumbai,2025-04-02 16:51:29
Anmol Bakery & Store,4.2,65.0,Bakery and Cake Shop,"Shop no.3, Crowne Palace, 23rd Rd, Bandra West, Mumbai, Maharashtra 400050",084259 11000,Mumbai,2025-04-02 16:51:29
Fresh Bake - Sweets & Bakers,4.5,44.0,Bakery and Cake Shop,"Shop No 9 Hi Tech Primiers Shopping Centre V.B Police Station L.I.G Kurla West 400070, LIG Colony, Kurla, Mumbai, Maharashtra 400070",N/A,Mumbai,2025-04-02 16:51:29
Nahoum and Sons Private Limited Confectioners,4.3,4741.0,Bakery and Cake Shop,"F20, Bertram St, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700087",033 2252 0655,Kolkāta,2025-04-02 16:59:14
Flurys,4.2,12520.0,Bakery and Cake Shop,"18A, Park St, Park Street area, Kolkata, West Bengal 700071",033 4000 7452,Kolkāta,2025-04-02 16:59:14
Saldanha Bakery,4.5,1375.0,Bakery and Cake Shop,"19, Nawab Aetfbdur Rahman St, Haji Md. Mohsin Square, Esplanade, Taltala, Kolkata, West Bengal 700016",N/A,Kolkāta,2025-04-02 16:59:14
1920 Bakery,4.9,46.0,Bakery and Cake Shop,"Udayan Industrial Estate, Plot No. 19, Pagla Danga Rd, Tangra, Kolkata, West Bengal 700015",076030 94264,Kolkāta,2025-04-02 16:59:14
Sugarplum Cakery,4.7,145.0,Bakery and Cake Shop,"HA 239, Salt Lake Bypass, HA Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700097",072781 82141,Kolkāta,2025-04-02 16:59:14
21B - A Dessert Co.,4.8,143.0,Bakery and Cake Shop,"48/50A, Purna Chandra Mitra Ln, opposite Medline Nursing Home, Swiss Park, Kolkata, West Bengal 700033",N/A,Kolkāta,2025-04-02 16:59:14
Kookie Jar,4.4,1862.0,Bakery and Cake Shop,"Ground Floor Express Tower 42A, Auckland Road, Shakespeare Sarani Rd, Kolkata, West Bengal 700017",033 2281 6589,Kolkāta,2025-04-02 16:59:14
Cake It Up,5.0,176.0,Cake shop,"Ground Floor Express Tower 42A, Auckland Road, Shakespeare Sarani Rd, Kolkata, West Bengal 700017",033 2281 6589,Kolkāta,2025-04-02 16:59:14
Lets Bakez your cake (Home Made),4.9,134.0,Bakery and Cake Shop,"25B, Meherali Mondal St, Alipore, Kolkata, West Bengal 700027",096743 71161,Kolkāta,2025-04-02 16:59:14
The Cake Story,4.9,62.0,Bakery and Cake Shop,"Attached with Ocean Grill Restaurant, Landmark, Infinity Benchmark Building, opposite RDB Boulevard, inside Ocean Grill, Sector V, Bidhannagar, Kolkata, West Bengal 700091",083350 68222,Kolkāta,2025-04-02 16:59:14
